"INDICATOR","HFA_478"

"HFA_478","Acute care hospital beds per 100 000"

"UNIT_TYPE","Unit"
"BEDS_100K","beds per 100 000 population"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFA","European Health for All database"

"DATA_TYPE_REPRESENTATION","Data type representation"
"RATIO","Ratio"

"DATA_SET","Data set"
"HFA","European Health for All database (WHO)"

"DATA_MASK","Mask for controlling the output format of values"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"KGZ","","ALL","2002","425.36"
"KGZ","","ALL","2003","413"
"KGZ","","ALL","2004","398.91"
"KGZ","","ALL","2005","393.41"
"KGZ","","ALL","2006","390.3"
"KGZ","","ALL","2007","387.44"
"KGZ","","ALL","2008","386.43"
"KGZ","","ALL","2009","378.12"
"KGZ","","ALL","2010","373.39"
"KGZ","","ALL","2011","370.39"
"KGZ","","ALL","2012","365.8"
"KGZ","","ALL","2013","360.66"
"KGZ","","ALL","2014","353.86"
"LTU","","ALL","1992","1136.96"
"LTU","","ALL","1993","1118.88"
"LTU","","ALL","1994","1050.05"
"LTU","","ALL","1995","1026.56"
"LTU","","ALL","1996","995.61"
"LTU","","ALL","1997","897.67"
"LTU","","ALL","1998","822.75"
"LTU","","ALL","1999","802.5"
"LTU","","ALL","2000","787.96"
"LTU","","ALL","2001","751.35"
"LTU","","ALL","2002","719.1"
"LTU","","ALL","2003","696.62"
"LTU","","ALL","2004","672.51"
"LTU","","ALL","2005","648.66"
"LTU","","ALL","2006","635.31"
"LTU","","ALL","2007","638.57"
"LTU","","ALL","2008","637.51"
"LTU","","ALL","2009","637.26"
"LTU","","ALL","2010","634.43"
"LTU","","ALL","2011","647.5"
"LTU","","ALL","2012","647.77"
"LTU","","ALL","2013","639.62"
"LTU","","ALL","2014","634.39"
"LUX","","ALL","2004","502.28"
"LUX","","ALL","2005","454.03"
"LUX","","ALL","2006","446.84"
"LUX","","ALL","2007","439.99"
"LUX","","ALL","2008","432.2"
"LUX","","ALL","2009","421.46"
"LUX","","ALL","2010","413.83"
"LUX","","ALL","2011","406.1"
"LUX","","ALL","2012","395.7"
"LUX","","ALL","2013","429.18"
"LUX","","ALL","2014","418.99"
"LUX","","ALL","2015","411.21"
"LVA","","ALL","1980","1183.46"
"LVA","","ALL","1985","1158.06"
"LVA","","ALL","1986","1208.9"
"LVA","","ALL","1987","1215.65"
"LVA","","ALL","1988","1202.97"
"LVA","","ALL","1989","997.05"
"LVA","","ALL","1990","997.16"
"LVA","","ALL","1991","1018.95"
"LVA","","ALL","1992","978.57"
"LVA","","ALL","1993","940.51"
"LVA","","ALL","1994","916"
"LVA","","ALL","1995","832.05"
"LVA","","ALL","1996","735.51"
"LVA","","ALL","1997","695.23"
"LVA","","ALL","1998","670.2"
"LVA","","ALL","1999","645.69"
"LVA","","ALL","2000","611.64"
"LVA","","ALL","2001","578.01"
"LVA","","ALL","2002","552.25"
"LVA","","ALL","2003","552.02"
"LVA","","ALL","2004","545.84"
"LVA","","ALL","2005","539.13"
"LVA","","ALL","2006","533.37"
"LVA","","ALL","2007","530.56"
"LVA","","ALL","2008","527.67"
"LVA","","ALL","2009","450.12"
"LVA","","ALL","2010","354.36"
"LVA","","ALL","2011","357.77"
"LVA","","ALL","2012","355.99"
"LVA","","ALL","2013","350.43"
"LVA","","ALL","2014","339.21"
"MCO","","ALL","1995","1553.57"
"MCO","","ALL","2006","950"
"MCO","","ALL","2007","831.76"
"MCO","","ALL","2008","822.12"
"MCO","","ALL","2009","828.8"
"MCO","","ALL","2010","874.29"
"MCO","","ALL","2011","1061.27"
"MCO","","ALL","2012","846.8"
"MCO","","ALL","2013","1121.84"
"MCO","","ALL","2014","1119"
"MDA","","ALL","1980","943.22"
"MDA","","ALL","1981","953.88"
"MDA","","ALL","1982","953.16"
"MDA","","ALL","1983","958.92"
"MDA","","ALL","1984","968.39"
"MDA","","ALL","1985","988.08"
"MDA","","ALL","1986","1010.24"
"MDA","","ALL","1987","1026.46"
"MDA","","ALL","1988","1042.03"
"MDA","","ALL","1989","1041.89"
"MDA","","ALL","1990","1089.18"
"MDA","","ALL","1991","1095.57"
"MDA","","ALL","1992","1076.09"
"MDA","","ALL","1993","1057.82"
"MDA","","ALL","1994","1036.78"
"MDA","","ALL","1995","1035.96"
"MDA","","ALL","1996","1028.49"
"MDA","","ALL","1997","1155.74"
"MDA","","ALL","1998","1102.02"
"MDA","","ALL","1999","620.29"
"MDA","","ALL","2000","573"
"MDA","","ALL","2001","553.77"
"MDA","","ALL","2002","543.82"
"MDA","","ALL","2003","532.84"
"MDA","","ALL","2004","517.57"
"MDA","","ALL","2005","511.6"
"MDA","","ALL","2006","502.06"
"MDA","","ALL","2007","491.12"
"MDA","","ALL","2008","487.46"
"MDA","","ALL","2009","489.9"
"MDA","","ALL","2010","492.16"
"MDA","","ALL","2011","491.69"
"MDA","","ALL","2012","493.21"
"MDA","","ALL","2013","471.03"
"MDA","","ALL","2014","454.62"
"MKD","","ALL","1980","344.73"
"MKD","","ALL","1985","346.11"
"MKD","","ALL","1986","347.23"
"MKD","","ALL","1987","344.61"
"MKD","","ALL","1988","349.18"
"MKD","","ALL","1989","358.37"
"MKD","","ALL","1990","352.81"
"MKD","","ALL","1991","370.44"
"MKD","","ALL","1992","362.36"
"MKD","","ALL","1993","362.04"
"MKD","","ALL","1994","358.23"
"MKD","","ALL","1995","352.59"
"MKD","","ALL","1996","340.88"
"MKD","","ALL","1997","341.38"
"MKD","","ALL","1998","334.84"
"MKD","","ALL","1999","331.01"
"MKD","","ALL","2000","329.02"
"MKD","","ALL","2001","323.9"
"MKD","","ALL","2002","319.93"
"MKD","","ALL","2003","317.6"
"MKD","","ALL","2004","317.48"
"MKD","","ALL","2005","312.39"
"MKD","","ALL","2006","318.84"
"MKD","","ALL","2007","307.06"
"MKD","","ALL","2008","305.49"
"MKD","","ALL","2009","302.34"
"MKD","","ALL","2010","314.55"
"MKD","","ALL","2011","306.04"
"MKD","","ALL","2012","300.96"
"MKD","","ALL","2013","301.66"
"MLT","","ALL","1997","386.46"
"MLT","","ALL","1998","384.9"
"MLT","","ALL","1999","381.7"
"MLT","","ALL","2000","375.06"
"MLT","","ALL","2001","352.9"
"MLT","","ALL","2002","348.77"
"MLT","","ALL","2003","339.7"
"MLT","","ALL","2004","299.3"
"MLT","","ALL","2005","279.54"
"MLT","","ALL","2006","284.94"
"MLT","","ALL","2007","270.91"
"MLT","","ALL","2008","278.68"
"MLT","","ALL","2009","271.98"
"MLT","","ALL","2010","269.92"
"MLT","","ALL","2011","241.64"
"MLT","","ALL","2012","249.58"
"MLT","","ALL","2013","255.06"
"MLT","","ALL","2014","323.9"
"MLT","","ALL","2015","334.39"
"MNE","","ALL","1990","497.75"
"MNE","","ALL","1991","497.21"
"MNE","","ALL","1992","419.23"
"MNE","","ALL","1993","413.66"
"MNE","","ALL","1994","405.91"
"MNE","","ALL","1995","403.71"
"MNE","","ALL","1996","407.62"
"MNE","","ALL","1997","407.52"
"MNE","","ALL","1998","402.4"
"MNE","","ALL","1999","400.76"
"MNE","","ALL","2000","422.41"
"MNE","","ALL","2001","425.32"
"MNE","","ALL","2002","419.67"
"MNE","","ALL","2003","422.39"
"MNE","","ALL","2004","421.46"
"MNE","","ALL","2005","418.43"
"MNE","","ALL","2006","414.26"
"MNE","","ALL","2007","397.8"
"MNE","","ALL","2008","385.18"
"MNE","","ALL","2009","385.88"
"MNE","","ALL","2010","398.05"
"MNE","","ALL","2011","397.69"
"MNE","","ALL","2012","397.36"
"MNE","","ALL","2013","388.92"
"MNE","","ALL","2014","391.18"
"NLD","","ALL","1990","373.31"
"NLD","","ALL","1991","366.18"
"NLD","","ALL","1992","362.7"
"NLD","","ALL","1993","354.99"
"NLD","","ALL","1994","338.41"
"NLD","","ALL","1995","330.93"
"NLD","","ALL","1996","325.15"
"NLD","","ALL","1997","324.5"
"NLD","","ALL","1998","322.29"
"NLD","","ALL","1999","316.85"
"NLD","","ALL","2000","305.34"
"NLD","","ALL","2001","291.12"
"NLD","","ALL","2002","296.99"
"NLD","","ALL","2003","291.69"
"NLD","","ALL","2004","291.34"
"NLD","","ALL","2005","286.23"
"NLD","","ALL","2006","318.48"
"NLD","","ALL","2007","317.49"
"NLD","","ALL","2008","309.93"
"NLD","","ALL","2009","306.34"
"NLD","","ALL","2010","325.97"
"NLD","","ALL","2011","333.97"
"NLD","","ALL","2012","332.38"
"NOR","","ALL","1980","727.34"
"NOR","","ALL","1985","596.65"
"NOR","","ALL","1986","586.71"
"NOR","","ALL","1987","574.77"
"NOR","","ALL","1988","540.28"
"NOR","","ALL","1989","495.71"
"NOR","","ALL","1990","466.87"
"NOR","","ALL","1991","434.51"
"NOR","","ALL","1992","420.7"
"NOR","","ALL","1993","411.71"
"NOR","","ALL","1994","408.36"
"NOR","","ALL","1995","401.63"
"NOR","","ALL","1996","396.91"
"NOR","","ALL","1997","394.6"
"NOR","","ALL","1998","391.55"
"NOR","","ALL","1999","388.71"
"NOR","","ALL","2000","381.48"
"NOR","","ALL","2001","381.66"
"NOR","","ALL","2002","438.77"
"NOR","","ALL","2003","434.65"
"NOR","","ALL","2004","462.07"
"NOR","","ALL","2005","457.75"
"NOR","","ALL","2006","450.41"
"NOR","","ALL","2007","435.62"
"NOR","","ALL","2008","412.23"
"NOR","","ALL","2009","399.69"
"NOR","","ALL","2010","381.16"
"NOR","","ALL","2011","378.51"
"NOR","","ALL","2012","354.96"
"NOR","","ALL","2013","344.97"
"NOR","","ALL","2014","342.52"
"","NORDIC","ALL","1993","420.53"
"","NORDIC","ALL","1994","406.81"
"","NORDIC","ALL","1995","391.67"
"","NORDIC","ALL","1996","378.11"
"","NORDIC","ALL","1997","363.38"
"","NORDIC","ALL","1998","351.1"
"","NORDIC","ALL","1999","343.26"
"","NORDIC","ALL","2000","367.15"
"","NORDIC","ALL","2001","357.98"
"","NORDIC","ALL","2002","365.54"
"","NORDIC","ALL","2003","357.95"
"","NORDIC","ALL","2004","358.08"
"","NORDIC","ALL","2005","350.89"
"","NORDIC","ALL","2006","344.16"
"","NORDIC","ALL","2007","336.77"
"","NORDIC","ALL","2008","326.59"
"","NORDIC","ALL","2009","319.56"
"","NORDIC","ALL","2010","314.42"
"","NORDIC","ALL","2011","303.49"
"","NORDIC","ALL","2012","294.83"
"","NORDIC","ALL","2013","288.8"
"","NORDIC","ALL","2014","277.1"
"POL","","ALL","1970","514.55"
"POL","","ALL","1980","556.97"
"POL","","ALL","1985","565.95"
"POL","","ALL","1986","564.67"
"POL","","ALL","1987","566.8"
"POL","","ALL","1988","612.35"
"POL","","ALL","1989","606.34"
"POL","","ALL","1990","632.68"
"POL","","ALL","1991","630.15"
"POL","","ALL","1992","620.54"
"POL","","ALL","1993","584.11"
"POL","","ALL","1994","580.9"
"POL","","ALL","1995","576.25"
"POL","","ALL","1996","573.39"
"POL","","ALL","1997","563.79"
"POL","","ALL","1998","552.76"
"POL","","ALL","1999","530.18"
"POL","","ALL","2000","515.16"
"POL","","ALL","2001","506.68"
"POL","","ALL","2002","489.31"
"POL","","ALL","2003","486.35"
"POL","","ALL","2004","478.61"
"POL","","ALL","2005","468.92"
"POL","","ALL","2006","465.33"
"POL","","ALL","2007","461.63"
"POL","","ALL","2008","441.23"
"POL","","ALL","2009","438.62"
"POL","","ALL","2010","498.36"
"POL","","ALL","2011","495.51"
"POL","","ALL","2012","495.8"
"POL","","ALL","2013","494.54"
"POL","","ALL","2014","487.68"
"PRT","","ALL","1999","369.26"
"PRT","","ALL","2000","366.19"
"PRT","","ALL","2001","358.98"
"PRT","","ALL","2002","351.15"
"PRT","","ALL","2003","352.52"
"PRT","","ALL","2004","353.09"
"PRT","","ALL","2005","348.67"
"PRT","","ALL","2006","341.44"
"PRT","","ALL","2007","335.93"
"PRT","","ALL","2008","332.69"
"PRT","","ALL","2009","330.25"
"PRT","","ALL","2010","329.01"
"PRT","","ALL","2011","330.21"
"PRT","","ALL","2012","334.05"
"PRT","","ALL","2013","331.62"
"PRT","","ALL","2014","325.13"
"ROU","","ALL","1980","703.68"
"ROU","","ALL","1985","708.57"
"ROU","","ALL","1986","709.49"
"ROU","","ALL","1987","702.8"
"ROU","","ALL","1988","702.21"
"ROU","","ALL","1989","700.26"
"ROU","","ALL","1990","696.51"
"ROU","","ALL","1991","695.85"
"ROU","","ALL","1992","590.72"
"ROU","","ALL","1993","572.85"
"ROU","","ALL","1994","561.42"
"ROU","","ALL","1995","555.42"
"ROU","","ALL","1996","545.43"
"ROU","","ALL","1997","524.79"
"ROU","","ALL","1998","524.79"
"ROU","","ALL","1999","519.93"
"ROU","","ALL","2000","537.77"
"ROU","","ALL","2001","541.39"
"ROU","","ALL","2002","528.13"
"ROU","","ALL","2003","451.8"
"ROU","","ALL","2004","443.2"
"ROU","","ALL","2005","455.99"
"ROU","","ALL","2006","456.17"
"ROU","","ALL","2007","447.88"
"ROU","","ALL","2008","450.66"
"ROU","","ALL","2009","462.35"
"ROU","","ALL","2010","432.9"
"ROU","","ALL","2011","413.21"
"ROU","","ALL","2012","415.76"
"ROU","","ALL","2013","402.61"
"RUS","","ALL","1986","1045.67"
"RUS","","ALL","1992","1028.3"
"RUS","","ALL","1993","1021.28"
"RUS","","ALL","1994","998.78"
"RUS","","ALL","1995","988.55"
"RUS","","ALL","1996","965.56"
"RUS","","ALL","1997","934.91"
"RUS","","ALL","1998","903.53"
"RUS","","ALL","1999","876.63"
"RUS","","ALL","2000","883.64"
"RUS","","ALL","2001","843.26"
"RUS","","ALL","2002","818.07"
"RUS","","ALL","2003","796.08"
"RUS","","ALL","2004","793.38"
"RUS","","ALL","2005","779.84"
"RUS","","ALL","2006","770.71"
"RUS","","ALL","2007","758.29"
"RUS","","ALL","2008","732.79"
"RUS","","ALL","2009","713.98"
"RUS","","ALL","2010","692.25"
"RUS","","ALL","2011","676.75"
"RUS","","ALL","2012","660.65"
"RUS","","ALL","2013","640.69"
"","SEEHN","ALL","1988","605.23"
"","SEEHN","ALL","1989","605.74"
"","SEEHN","ALL","1990","605.19"
"","SEEHN","ALL","1991","603.79"
"","SEEHN","ALL","1992","555.32"
"","SEEHN","ALL","1993","544.8"
"","SEEHN","ALL","1994","532.39"
"","SEEHN","ALL","1995","529.62"
"","SEEHN","ALL","1996","522.66"
"","SEEHN","ALL","1997","514.57"
"","SEEHN","ALL","1998","509.51"
"","SEEHN","ALL","1999","473.43"
"","SEEHN","ALL","2000","478.67"
"","SEEHN","ALL","2001","477.46"
"","SEEHN","ALL","2002","468.47"
"","SEEHN","ALL","2003","434.83"
"","SEEHN","ALL","2004","429.04"
"","SEEHN","ALL","2005","433.38"
"","SEEHN","ALL","2006","426.97"
"","SEEHN","ALL","2007","420.6"
"","SEEHN","ALL","2008","420.91"
"","SEEHN","ALL","2009","425.89"
"","SEEHN","ALL","2010","413.46"
"","SEEHN","ALL","2011","402.9"
"","SEEHN","ALL","2012","405.24"
"","SEEHN","ALL","2013","400.03"
"","SEEHN","ALL","2014","403.53"
"","SMALL","ALL","1997","372.39"
"","SMALL","ALL","1998","368.85"
"","SMALL","ALL","1999","366.55"
"","SMALL","ALL","2000","433.14"
"","SMALL","ALL","2001","360.86"
"","SMALL","ALL","2002","359.05"
"","SMALL","ALL","2003","355.4"
"","SMALL","ALL","2004","345.57"
"","SMALL","ALL","2005","384.72"
"","SMALL","ALL","2006","381.05"
"","SMALL","ALL","2007","372.98"
"","SMALL","ALL","2008","366"
"","SMALL","ALL","2009","361.91"
"","SMALL","ALL","2010","357.07"
"","SMALL","ALL","2011","350.94"
"","SMALL","ALL","2012","345.92"
"","SMALL","ALL","2013","353.11"
"","SMALL","ALL","2014","362.47"
"SRB","","ALL","2006","464.84"
"SRB","","ALL","2007","446.61"
"SRB","","ALL","2008","441.96"
"SRB","","ALL","2009","444.86"
"SRB","","ALL","2010","447.07"
"SRB","","ALL","2011","450.44"
"SRB","","ALL","2012","450.66"
"SRB","","ALL","2013","453.12"
"SRB","","ALL","2014","456.25"
"SVK","","ALL","1996","693.87"
"SVK","","ALL","1997","675.91"
"SVK","","ALL","1998","661.88"
"SVK","","ALL","1999","657.81"
"SVK","","ALL","2000","638.99"
"SVK","","ALL","2001","617.94"
"SVK","","ALL","2002","610.34"
"SVK","","ALL","2003","579.56"
"SVK","","ALL","2004","551.5"
"SVK","","ALL","2005","565.85"
"SVK","","ALL","2006","552.75"
"SVK","","ALL","2007","557.56"
"SVK","","ALL","2008","551.47"
"SVK","","ALL","2009","543.08"
"SVK","","ALL","2010","536.47"
"SVK","","ALL","2011","513.28"
"SVK","","ALL","2012","502.59"
"SVK","","ALL","2013","491.61"
"SVK","","ALL","2014","491.29"
"SVN","","ALL","1980","579.97"
"SVN","","ALL","1985","532.22"
"SVN","","ALL","1986","528.19"
"SVN","","ALL","1987","523.31"
"SVN","","ALL","1988","513.55"
"SVN","","ALL","1989","506.25"
"SVN","","ALL","1990","505.38"
"SVN","","ALL","1991","501.41"
"SVN","","ALL","1992","494.03"
"SVN","","ALL","1993","481.31"
"SVN","","ALL","1994","479.37"
"SVN","","ALL","1995","475.82"
"SVN","","ALL","1996","467.92"
"SVN","","ALL","1997","467.57"
"SVN","","ALL","1998","462.12"
"SVN","","ALL","1999","456.8"
"SVN","","ALL","2000","522.19"
"SVN","","ALL","2001","498.69"
"SVN","","ALL","2002","488.3"
"SVN","","ALL","2003","474.67"
"SVN","","ALL","2004","458.69"
"SVN","","ALL","2005","461.04"
"SVN","","ALL","2006","454.61"
"SVN","","ALL","2007","444.54"
"SVN","","ALL","2008","448.42"
"SVN","","ALL","2009","436.51"
"SVN","","ALL","2010","433.23"
"SVN","","ALL","2011","434.54"
"SVN","","ALL","2012","428.5"
"SVN","","ALL","2013","425.38"
"SVN","","ALL","2014","423.03"
"SWE","","ALL","1973","963.54"
"SWE","","ALL","1974","948.32"
"SWE","","ALL","1975","929.64"
"SWE","","ALL","1976","912.88"
"SWE","","ALL","1977","896.6"
"SWE","","ALL","1978","883.59"
"SWE","","ALL","1979","851.14"
"SWE","","ALL","1980","833.25"
"SWE","","ALL","1981","811.69"
"SWE","","ALL","1982","787.08"
"SWE","","ALL","1983","777.57"
"SWE","","ALL","1984","760.73"
"SWE","","ALL","1985","713.68"
"SWE","","ALL","1986","680.09"
"SWE","","ALL","1987","652.11"
"SWE","","ALL","1988","630.21"
"SWE","","ALL","1989","609.38"
"SWE","","ALL","1990","583.45"
"SWE","","ALL","1991","544.52"
"SWE","","ALL","1992","502.8"
"SWE","","ALL","1993","464.8"
"SWE","","ALL","1994","432.4"
"SWE","","ALL","1995","399"
"SWE","","ALL","1996","364.77"
"SWE","","ALL","1997","339.9"
"SWE","","ALL","1998","323.38"
"SWE","","ALL","1999","319.16"
"SWE","","ALL","2000","310.3"
"SWE","","ALL","2001","293.11"
"SWE","","ALL","2002","282.67"
"SWE","","ALL","2003","274.51"
"SWE","","ALL","2004","272.74"
"SWE","","ALL","2005","266.47"
"SWE","","ALL","2006","261.32"
"SWE","","ALL","2007","259.97"
"SWE","","ALL","2008","255.05"
"SWE","","ALL","2009","251.58"
"SWE","","ALL","2010","249.56"
"SWE","","ALL","2011","248.11"
"SWE","","ALL","2012","241.49"
"SWE","","ALL","2013","239.74"
"SWE","","ALL","2014","234.5"
"TJK","","ALL","1985","895.77"
"TJK","","ALL","1986","895.31"
"TJK","","ALL","1987","904.09"
"TJK","","ALL","1988","909.09"
"TJK","","ALL","1989","917.32"
"TJK","","ALL","1990","922.12"
"TJK","","ALL","1991","957.26"
"TJK","","ALL","1992","984.53"
"TJK","","ALL","1993","943.35"
"TJK","","ALL","1994","806.67"
"TJK","","ALL","1995","746.39"
"TJK","","ALL","1996","712.33"
"TJK","","ALL","1997","686.7"
"TJK","","ALL","1998","638.2"
"TJK","","ALL","1999","614.74"
"TJK","","ALL","2000","590.67"
"TJK","","ALL","2001","577.28"
"TJK","","ALL","2002","566.42"
"TJK","","ALL","2003","554.26"
"TJK","","ALL","2004","541.94"
"TJK","","ALL","2005","525.26"
"TJK","","ALL","2006","546.94"
"TJK","","ALL","2007","485.24"
"TJK","","ALL","2008","472.09"
"TJK","","ALL","2009","462.58"
"TJK","","ALL","2010","460.36"
"TJK","","ALL","2011","449.76"
"TJK","","ALL","2012","440.11"
"TJK","","ALL","2013","434.26"
"TJK","","ALL","2014","425.14"
"TKM","","ALL","1980","843.58"
"TKM","","ALL","1985","852.82"
"TKM","","ALL","1986","899.75"
"TKM","","ALL","1987","902.69"
"TKM","","ALL","1988","910.48"
"TKM","","ALL","1989","920.86"
"TKM","","ALL","1990","951.07"
"TKM","","ALL","1991","961.76"
"TKM","","ALL","1992","953.27"
"TKM","","ALL","1993","984.47"
"TKM","","ALL","1994","968.08"
"TKM","","ALL","1995","821.86"
"TKM","","ALL","1996","630.63"
"TKM","","ALL","1997","542.81"
"TKM","","ALL","1998","436.36"
"TKM","","ALL","1999","463.46"
"TKM","","ALL","2000","416.21"
"TKM","","ALL","2001","404.61"
"TKM","","ALL","2002","395.46"
"TKM","","ALL","2003","398.34"
"TKM","","ALL","2004","383.89"
"TKM","","ALL","2005","332.8"
"TKM","","ALL","2006","328.09"
"TKM","","ALL","2007","303.87"
"TKM","","ALL","2008","302.69"
"TKM","","ALL","2009","302.92"
"TKM","","ALL","2010","307.58"
"TKM","","ALL","2011","305.67"
"TKM","","ALL","2012","298.45"
"TKM","","ALL","2013","295.76"
"TKM","","ALL","2014","306.4"
"TUR","","ALL","2000","202.3"
"TUR","","ALL","2001","207.22"
"TUR","","ALL","2002","215.7"
"TUR","","ALL","2003","214.95"
"TUR","","ALL","2004","214.52"
"TUR","","ALL","2005","217.88"
"TUR","","ALL","2006","219.55"
"TUR","","ALL","2007","222.27"
"TUR","","ALL","2008","225.49"
"TUR","","ALL","2009","230.9"
"TUR","","ALL","2010","243.24"
"TUR","","ALL","2011","244.84"
"TUR","","ALL","2012","257.62"
"TUR","","ALL","2013","257.13"
"TUR","","ALL","2014","258.8"
"UKR","","ALL","1980","1003.88"
"UKR","","ALL","1981","988.39"
"UKR","","ALL","1982","997.88"
"UKR","","ALL","1983","1004.52"
"UKR","","ALL","1984","1015.66"
"UKR","","ALL","1985","1023.18"
"UKR","","ALL","1986","1029.31"
"UKR","","ALL","1987","1036.81"
"UKR","","ALL","1988","1047.86"
"UKR","","ALL","1989","1057.02"
"UKR","","ALL","1990","1061.77"
"UKR","","ALL","1991","1065.73"
"UKR","","ALL","1992","1052.43"
"UKR","","ALL","1993","1033.26"
"UKR","","ALL","1994","1021.3"
"UKR","","ALL","1995","985.36"
"UKR","","ALL","1996","897.69"
"UKR","","ALL","1997","772.81"
"UKR","","ALL","1998","761.22"
"UKR","","ALL","1999","730.76"
"UKR","","ALL","2000","713.8"
"UKR","","ALL","2001","707.66"
"UKR","","ALL","2002","714.9"
"UKR","","ALL","2003","708.57"
"UKR","","ALL","2004","702.77"
"UKR","","ALL","2005","699.97"
"UKR","","ALL","2006","703.7"
"UKR","","ALL","2007","702.57"
"UKR","","ALL","2008","704.84"
"UKR","","ALL","2009","747.07"
"UKR","","ALL","2010","761.04"
"UKR","","ALL","2011","734.05"
"UKR","","ALL","2012","721.01"
"UKR","","ALL","2013","715.41"
"UKR","","ALL","2014","613.31"
"UZB","","ALL","2000","444.97"
"UZB","","ALL","2001","447.22"
"UZB","","ALL","2002","464.8"
"UZB","","ALL","2003","457.81"
"UZB","","ALL","2004","439.8"
"UZB","","ALL","2005","432.65"
"UZB","","ALL","2006","427.18"
"UZB","","ALL","2007","401.8"
"UZB","","ALL","2008","388.73"
"UZB","","ALL","2009","381.35"
"UZB","","ALL","2010","370.1"
"UZB","","ALL","2011","359.53"
"UZB","","ALL","2012","348.65"
"UZB","","ALL","2013","333.64"
"UZB","","ALL","2014","333.87"
"","WHO_EURO","ALL","1990","685.58"
"","WHO_EURO","ALL","1991","680.85"
"","WHO_EURO","ALL","1992","671.33"
"","WHO_EURO","ALL","1993","658.81"
"","WHO_EURO","ALL","1994","644.41"
"","WHO_EURO","ALL","1995","632.27"
"","WHO_EURO","ALL","1996","616.66"
"","WHO_EURO","ALL","1997","590.73"
"","WHO_EURO","ALL","1998","575.41"
"","WHO_EURO","ALL","1999","556.17"
"","WHO_EURO","ALL","2000","548.18"
"","WHO_EURO","ALL","2001","533.72"
"","WHO_EURO","ALL","2002","524.28"
"","WHO_EURO","ALL","2003","512.31"
"","WHO_EURO","ALL","2004","505.02"
"","WHO_EURO","ALL","2005","498.67"
"","WHO_EURO","ALL","2006","490.62"
"","WHO_EURO","ALL","2007","480.86"
"","WHO_EURO","ALL","2008","471.56"
"","WHO_EURO","ALL","2009","468.82"
"","WHO_EURO","ALL","2010","460.9"
"","WHO_EURO","ALL","2011","452.88"
"","WHO_EURO","ALL","2012","446.45"
"","WHO_EURO","ALL","2013","439.42"
"","WHO_EURO","ALL","2014","432.67"

"Last update","2019.10.17 09:38:45 GMT"
"Description","Acute care hospital beds per 100 000"
"Reference link","https://dw.euro.who.int/api/v3/measures/HFA_478?lang=En"

"Copyright"
"© WHO Regional Office for Europe 2019. All rights reserved.","http://www.euro.who.int/en/home/copyright-notice"
